"Time_Iter","Outer_Iter","Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[T]"     
          0,           0,         169,      -13.95106308,      -13.94922193,      -13.60600562,      -12.15519221
          0,           0,         170,      -13.99093031,      -13.98909329,      -13.64586593,      -12.19505941
          0,           0,         171,      -14.03079238,      -14.02895761,      -13.68572148,      -12.23492138
          0,           0,         172,      -14.07064334,      -14.06880511,      -13.72556606,      -12.27477226
          0,           0,         173,      -14.11049685,      -14.10864919,      -13.76541395,      -12.31462577
          0,           0,         174,      -14.15033887,       -14.1484822,      -13.80525144,      -12.35446769
          0,           0,         175,      -14.19016688,        -14.188305,      -13.84507476,      -12.39429555
          0,           0,         176,      -14.22999953,      -14.22813741,      -13.88490256,      -12.43412816
          0,           0,         177,      -14.26981843,      -14.26796151,      -13.92471655,      -12.47394699
          0,           0,         178,      -14.30963323,      -14.30778241,      -13.96452597,      -12.51376167
          0,           0,         179,      -14.34944944,      -14.34760045,      -14.00433655,       -12.5535779
          0,           0,         180,      -14.38925449,      -14.38740259,      -14.04413643,      -12.59338288
          0,           0,         181,      -14.42905962,      -14.42720023,      -14.08393689,      -12.63318796
          0,           0,         182,      -14.46885866,      -14.46699042,      -14.12373204,      -12.67298688
          0,           0,         183,      -14.50864294,      -14.50677105,      -14.16351332,      -12.71277113
          0,           0,         184,      -14.54842704,       -14.5465569,      -14.20329344,       -12.7525552
          0,           0,         185,      -14.58820467,      -14.58634076,       -14.2430672,      -12.79233264
          0,           0,         186,       -14.6279758,      -14.62611943,      -14.28283423,      -12.83210379
          0,           0,         187,      -14.66775121,      -14.66589801,      -14.32260451,      -12.87187909
          0,           0,         188,      -14.70751775,      -14.70566345,      -14.36236723,       -12.9116457
          0,           0,         189,      -14.74728123,         -14.74542,      -14.40212652,        -12.951409
          0,           0,         190,      -14.78704341,      -14.78517472,       -14.4418854,      -12.99117118
          0,           0,         191,      -14.82679094,      -14.82492021,      -14.48163114,      -13.03091864
          0,           0,         192,      -14.86653273,      -14.86466474,      -14.52137005,      -13.07066037
          0,           0,         193,      -14.90627465,      -14.90441439,      -14.56110899,      -13.11040221
          0,           0,         194,      -14.94600937,      -14.94415807,      -14.60084072,      -13.15013689
          0,           0,         195,      -14.98574791,      -14.98390137,      -14.64057493,      -13.18987551
          0,           0,         196,      -15.02548349,        -15.023637,      -14.68030721,      -13.22961096
          0,           0,         197,      -15.06521339,       -15.0633614,       -14.7200333,      -13.26934092
          0,           0,         198,      -15.10494194,      -15.10308323,      -14.75975896,      -13.30906925
          0,           0,         199,      -15.14465893,      -15.14279865,      -14.79947475,      -13.34878632
          0,           0,         200,      -15.18436818,      -15.18251168,        -14.839182,      -13.38849527
          0,           0,         201,      -15.22407687,      -15.22222953,      -14.87888906,       -13.4282039
          0,           0,         202,      -15.26378059,      -15.26194389,       -14.9185898,      -13.46790756
          0,           0,         203,      -15.30348909,      -15.30165938,      -14.95829532,      -13.50761628
          0,           0,         204,      -15.34319766,      -15.34136972,      -14.99800054,      -13.54732482
          0,           0,         205,      -15.38290035,      -15.38106838,      -15.03770061,      -13.58702786
          0,           0,         206,      -15.42260235,      -15.42076339,      -15.07739907,      -13.62672929
          0,           0,         207,      -15.46229433,      -15.46045399,      -15.11708992,      -13.66642095
          0,           0,         208,      -15.50197575,       -15.5001405,        -15.156771,      -13.70610258
          0,           0,         209,        -15.541657,      -15.53983194,      -15.19645069,      -13.74578378
          0,           0,         210,      -15.58133469,      -15.57952318,      -15.23612659,      -13.78546143
          0,           0,         211,      -15.62101927,      -15.61921728,      -15.27580811,      -13.82514609
          0,           0,         212,      -15.66070317,      -15.65890563,      -15.31548908,      -13.86483042
          0,           0,         213,      -15.70038945,      -15.69858868,      -15.35517231,      -13.90451595
          0,           0,         214,      -15.74006463,      -15.73825709,      -15.39484416,      -13.94419125
          0,           0,         215,      -15.77973787,      -15.77792822,      -15.43451729,      -13.98386439
          0,           0,         216,      -15.81940158,      -15.81759844,      -15.47418049,      -14.02352877
          0,           0,         217,      -15.85905778,      -15.85726465,      -15.51383585,      -14.06318397
          0,           0,         218,      -15.89871708,      -15.89693906,      -15.55349388,      -14.10284386
          0,           0,         219,       -15.9383758,      -15.93661223,      -15.59314959,      -14.14250238
          0,           0,         220,      -15.97804651,      -15.97629054,      -15.63281779,      -14.18217303
          0,           0,         221,      -16.01771457,      -16.01595818,      -15.67248287,       -14.2218403
