"Time_Iter","Outer_Iter","Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[T]"     
          0,           0,         200,      -15.39392737,      -15.62562583,      -15.49971905,      -13.59954665
          0,           0,         201,      -15.43515474,      -15.66679313,      -15.53301355,      -13.64059569
          0,           0,         202,      -15.47768887,      -15.70724675,      -15.57553832,      -13.68321997
          0,           0,         203,      -15.52498759,      -15.76237549,      -15.63642959,      -13.73056053
          0,           0,         204,      -15.56831051,      -15.80967078,      -15.67728057,      -13.77375174
          0,           0,         205,      -15.60992131,      -15.84540504,      -15.71165755,      -13.81523323
          0,           0,         206,      -15.65601923,      -15.89857961,      -15.77297458,      -13.86149599
          0,           0,         207,      -15.70193185,      -15.95024731,      -15.82185943,      -13.90732495
          0,           0,         208,      -15.74325585,       -15.9867523,      -15.85332127,      -13.94846958
          0,           0,         209,      -15.78754894,      -16.03422762,       -15.9075101,      -13.99293217
          0,           0,         210,       -15.8351764,      -16.08764596,       -15.9628878,       -14.0406289
          0,           0,         211,      -15.87710204,      -16.12968519,      -15.99706752,      -14.08231074
          0,           0,         212,      -15.92006737,      -16.16972678,       -16.0391223,      -14.12525796
          0,           0,         213,      -15.96758575,       -16.2241891,      -16.09973898,      -14.17286465
          0,           0,         214,      -16.01157934,      -16.27163394,      -16.13983385,      -14.21672672
